marca,modelo,año,kilometraje_km,potencia_cv,combustible,transmision,etiqueta_ambiental,tipo_venta,precio_eur,provincia,url,antiguedad,km_por_año,fecha_scraping
Bmw,X2 xDrive25e Auto,2021,75000,220,Híbrido Enchufable,Manual,0_EMISIONES,Usado,22990.0,Las Palmas,https://www.coches.net/bmw-x2-xdrive25e-auto-5p-electrico-hibrido-2021-en-las-palmas-62334767-covo.aspx,5,15000,2026-05-08
Renault,Scénic LIMITED Energy Tce 115 Euo 6,2015,100000,115,Gasolina,Manual,C,Usado,9490.0,Alicante,https://www.coches.net/renault-scenic-limited-energy-tce-115-euo-6-5p-gasolina-2015-en-alicante-62335282-covo.aspx,11,9091,2026-05-08
Fiat,500X Sport 1.0 Firefly T3 120 CV SS,2022,71000,120,Gasolina,Manual,C,Usado,15990.0,Las Palmas,https://www.coches.net/fiat-500x-sport-10-firefly-t3-88kw-120-cv-ss-5p-gasolina-2022-en-las-palmas-62344001-covo.aspx,4,17750,2026-05-08
Mini,COUNTRYMAN Cooper S E ALL4,2020,67000,224,Híbrido Enchufable,Manual,0_EMISIONES,Usado,20990.0,Las Palmas,https://www.coches.net/mini-countryman-cooper-s-e-all4-5p-electrico-hibrido-2020-en-las-palmas-62344009-covo.aspx,6,11167,2026-05-08
Fiat,500X Sport 1.0 Firefly T3 120 CV SS,2022,71000,120,Gasolina,Manual,C,Usado,15990.0,Sta. C. Tenerife,https://www.coches.net/fiat-500x-sport-10-firefly-t3-88kw-120-cv-ss-5p-gasolina-2022-en-sta-c-tenerife-62344177-covo.aspx,4,17750,2026-05-08
Mini,COUNTRYMAN Cooper S E ALL4,2020,67000,224,Híbrido Enchufable,Manual,0_EMISIONES,Usado,20990.0,Sta. C. Tenerife,https://www.coches.net/mini-countryman-cooper-s-e-all4-5p-electrico-hibrido-2020-en-sta-c-tenerife-62344199-covo.aspx,6,11167,2026-05-08
Renault,Clio Zen ETech Hibrido,2022,74000,140,Híbrido,Manual,ECO,Usado,15990.0,Sta. C. Tenerife,https://www.coches.net/renault-clio-zen-etech-hibrido-104-kw-140cv-5p-electrico-hibrido-2021-en-sta-c-tenerife-62344203-covo.aspx,4,18500,2026-05-08
Renault,Trafic SL LIMITED Energy dCi 120 CV SS,2021,95000,120,Diésel,Manual,C,Usado,18990.0,Sta. C. Tenerife,https://www.coches.net/renault-trafic-sl-limited-energy-dci-88-kw-120-cv-ss-4p-diesel-2019-en-sta-c-tenerife-62344205-covo.aspx,5,19000,2026-05-08
Toyota,Prius PlugIn 125PH Advance,2022,78000,122,Híbrido Enchufable,Manual,0_EMISIONES,Usado,18990.0,Sta. C. Tenerife,https://www.coches.net/toyota-prius-plugin-125ph-advance-5p-electrico-hibrido-2021-en-sta-c-tenerife-62344210-covo.aspx,4,19500,2026-05-08
Renault,Mégane Intens ETECH Hibrido Ench. 117kW160CV,2022,68000,160,Híbrido Enchufable,Manual,0_EMISIONES,Usado,15990.0,Sta. C. Tenerife,https://www.coches.net/renault-megane-intens-etech-hibrido-ench-117kw160cv-5p-electrico-hibrido-2021-en-sta-c-tenerife-62352476-covo.aspx,4,17000,2026-05-08
Seat,Ateca 1.0 TSI StSp Style XL,2023,73500,110,Gasolina,Manual,C,Usado,18990.0,Sta. C. Tenerife,https://www.coches.net/seat-ateca-10-tsi-81kw-stsp-style-xl-5p-gasolina-2023-en-sta-c-tenerife-62352477-covo.aspx,3,24500,2026-05-08
Ds,DS 3 Crossback PureTech PERFORMANCE LINE,2022,75000,130,Gasolina,Manual,C,Usado,13990.0,Sta. C. Tenerife,https://www.coches.net/ds-ds-3-crossback-puretech-96kw-130cv-performance-line-5p-gasolina-2022-en-sta-c-tenerife-62364777-covo.aspx,4,18750,2026-05-08
Audi,A3 Sportback S line 35 TFSI S tronic,2025,15084,150,Híbrido,Automática,ECO,Usado,37300.0,Gipuzkoa,https://www.coches.net/audi-a3-sportback-s-line-35-tfsi-110kw-s-tronic-5p-electrico-hibrido-2025-en-guipuzcoa-62364796-covo.aspx,1,15084,2026-05-08
Kia,Carens 2.0 CRDI EX,2005,171900,112,Diésel,Manual,Sin etiqueta,Usado,5490.0,Alicante,https://www.coches.net/kia-carens-20-crdi-ex-5p-diesel-2006-en-alicante-62365053-covo.aspx,21,8186,2026-05-08
Audi,Q5 S line 40 TDI quattroultra,2023,52380,204,Híbrido,Manual,ECO,Usado,48900.0,Jaén,https://www.coches.net/audi-q5-s-line-40-tdi-150kw-quattroultra-5p-electrico-hibrido-2023-en-jaen-62370764-covo.aspx,3,17460,2026-05-08
Bmw,X5 M50d,2015,199500,381,Diésel,Manual,C,Usado,39999.0,Alicante,https://www.coches.net/bmw-x5-m50d-5p-diesel-2016-en-alicante-62391168-covo.aspx,11,18136,2026-05-08
Porsche,Macan Macan,2021,79500,265,Gasolina,Manual,C,Usado,64999.0,Alicante,https://www.coches.net/porsche-macan-macan-5p-gasolina-2022-en-alicante-62391628-covo.aspx,5,15900,2026-05-08
Mitsubishi,Eclipse Cross PHEV Kaiteki 4WD,2024,9890,188,Híbrido Enchufable,Manual,0_EMISIONES,Usado,31250.0,Sevilla,https://www.coches.net/mitsubishi-eclipse-cross-phev-kaiteki-4wd-5p-electrico-hibrido-2023-en-sevilla-62393432-covo.aspx,2,4945,2026-05-08
Kia,Sportage 1.6 TGDi PHEV Tech 4x4,2023,14533,265,Híbrido Enchufable,Manual,0_EMISIONES,Usado,32590.0,Sevilla,https://www.coches.net/kia-sportage-16-tgdi-phev-198kw-265cv-tech-4x4-5p-electrico-hibrido-2023-en-sevilla-62393448-covo.aspx,3,4844,2026-05-08
Volkswagen,T-Roc Advance 2.0 TDI DSG,2021,65818,150,Diésel,Automática,C,Usado,21990.0,Alicante,https://www.coches.net/volkswagen-t-roc-advance-20-tdi-110kw-150cv-dsg-5p-diesel-2022-en-alicante-62400476-covo.aspx,5,13164,2026-05-08
Volkswagen,Passat Variant Advance 2.0 TDI BMT,2015,426000,150,Diésel,Manual,C,Usado,7790.0,Madrid,https://www.coches.net/volkswagen-passat-variant-advance-20-tdi-150cv-bmt-5p-diesel-2015-en-madrid-62400955-covo.aspx,11,38727,2026-05-08
Mercedes-Benz,Clase C C 200 CDI Avantgarde,2009,248000,136,Diésel,Manual,B,Usado,7470.0,Madrid,https://www.coches.net/mercedes-benz-clase-c-c-200-cdi-avantgarde-4p-diesel-2009-en-madrid-62406557-covo.aspx,17,14588,2026-05-08
Mercedes-Benz,Clase GLC GLC 300 de 4MATIC,2022,63500,306,Híbrido Enchufable,Manual,0_EMISIONES,Usado,36990.0,Las Palmas,https://www.coches.net/mercedes-benz-clase-glc-glc-300-de-4matic-5p-electrico-hibrido-2022-en-las-palmas-62413460-covo.aspx,4,15875,2026-05-08
Mercedes-Benz,GLC Coupé GLC 300 de 4MATIC,2024,41000,333,Híbrido Enchufable,Manual,0_EMISIONES,Usado,55990.0,Las Palmas,https://www.coches.net/mercedes-benz-glc-coupe-glc-300-de-4matic-5p-electrico-hibrido-2024-en-las-palmas-62413464-covo.aspx,2,20500,2026-05-08
Maserati,Levante Diesel 3.0 V6 turbo 275 CV,2020,48780,275,Diésel,Manual,C,Usado,44990.0,Las Palmas,https://www.coches.net/maserati-levante-diesel-30-v6-turbo-202-kw-275-cv-5p-diesel-2020-en-las-palmas-62414745-covo.aspx,6,8130,2026-05-08
Bmw,Serie 4 420d,2021,84400,190,Híbrido,Manual,ECO,Usado,34990.0,Las Palmas,https://www.coches.net/bmw-serie-4-420d-2p-electrico-hibrido-2021-en-las-palmas-62414746-covo.aspx,5,16880,2026-05-08
Bmw,Serie 1 116d,2017,112150,116,Diésel,Manual,C,Usado,15900.0,Guadalajara,https://www.coches.net/bmw-serie-1-116d-5p-diesel-2017-en-guadalajara-62416130-covo.aspx,9,12461,2026-05-08
Porsche,Cayenne Coupé EHybrid Platinum Edition,2023,69500,462,Híbrido Enchufable,Manual,0_EMISIONES,Usado,92999.0,Alicante,https://www.coches.net/porsche-cayenne-coupe-ehybrid-platinum-edition-5p-electrico-hibrido-2023-en-alicante-62417994-covo.aspx,3,23167,2026-05-08
Mercedes-Benz,Clase CLA CLA 250 Sport 4MATIC Shooting Brake,2016,126500,218,Gasolina,Manual,C,Usado,19999.0,Alicante,https://www.coches.net/mercedes-benz-clase-cla-cla-250-sport-4matic-shooting-brake-5p-gasolina-2017-en-alicante-62426794-covo.aspx,10,12650,2026-05-08
Mercedes-Benz,Clase CLA CLA 200 d,2018,119000,136,Diésel,Manual,C,Usado,22990.0,Murcia,https://www.coches.net/mercedes-benz-clase-cla-cla-200-d-4p-diesel-2018-en-murcia-62427071-covo.aspx,8,14875,2026-05-08
Volvo,V60 Cross Country 2.0 B4 D AWD Cross Country Core Auto,2022,161645,197,Híbrido,Manual,ECO,Usado,26900.0,Jaén,https://www.coches.net/volvo-v60-cross-country-20-b4-d-awd-cross-country-core-auto-5p-electrico-hibrido-2023-en-jaen-62437005-covo.aspx,4,40411,2026-05-08
Mercedes-Benz,GLA GLA 250 e,2023,64500,218,Híbrido Enchufable,Manual,0_EMISIONES,Usado,29990.0,Las Palmas,https://www.coches.net/mercedes-benz-gla-gla-250-e-5p-electrico-hibrido-2020-en-las-palmas-62438278-covo.aspx,3,21500,2026-05-08
Opel,Grandland X PHEV 1.6 Turbo Edition Auto 4x2,2022,60500,224,Híbrido Enchufable,Manual,0_EMISIONES,Usado,17990.0,Las Palmas,https://www.coches.net/opel-grandland-x-phev-16-turbo-edition-auto-4x2-5p-electrico-hibrido-2021-en-las-palmas-62438281-covo.aspx,4,15125,2026-05-08
Jeep,Compass 1.4 Mair Longitude 4x2,2020,102500,140,Gasolina,Manual,C,Usado,14990.0,Las Palmas,https://www.coches.net/jeep-compass-14-mair-103kw-longitude-4x2-5p-gasolina-2020-en-las-palmas-62438284-covo.aspx,6,17083,2026-05-08
Audi,A1 Sportback 1.2 TFSI Ambition,2014,199000,86,Gasolina,Manual,C,Usado,7970.0,Madrid,https://www.coches.net/audi-a1-sportback-12-tfsi-86cv-ambition-5p-gasolina-2014-en-madrid-62440177-covo.aspx,12,16583,2026-05-08
Volkswagen,Passat Variant Advance 2.0 TDI BMT DSG,2016,399000,150,Diésel,Automática,C,Usado,7750.0,Madrid,https://www.coches.net/volkswagen-passat-variant-advance-20-tdi-110kw-bmt-dsg-5p-diesel-2017-en-madrid-62440326-covo.aspx,10,39900,2026-05-08
Audi,Q5 S line 2.0 TDI quattro S tronic,2018,109000,190,Diésel,Automática,C,Usado,26470.0,Madrid,https://www.coches.net/audi-q5-s-line-20-tdi-140kw-quattro-s-tronic-5p-diesel-2018-en-madrid-62440799-covo.aspx,8,13625,2026-05-08
Lynk,& CO 01 1.5 PHEV 6.6kW,2023,30000,261,Híbrido Enchufable,Manual,0_EMISIONES,Usado,25900.0,Murcia,https://www.coches.net/lynk--co-01-15-phev-66kw-5p-electrico-hibrido-2023-en-murcia-62460207-covo.aspx,3,10000,2026-05-08
Bmw,X3 xDrive20d,2021,95000,190,Híbrido,Manual,ECO,Usado,40900.0,Lugo,https://www.coches.net/bmw-x3-xdrive20d-5p-electrico-hibrido-2020-en-lugo-62464319-covo.aspx,5,19000,2026-05-08
Porsche,Macan GTS,2017,174500,360,Gasolina,Manual,C,Usado,40999.0,Alicante,https://www.coches.net/porsche-macan-gts-5p-gasolina-2018-en-alicante-62464597-covo.aspx,9,19389,2026-05-08
Mercedes-Benz,Clase A Sedan A 200,2020,54500,163,Gasolina,Manual,C,Usado,29999.0,Alicante,https://www.coches.net/mercedes-benz-clase-a-sedan-a-200-4p-gasolina-2020-en-alicante-62464636-covo.aspx,6,9083,2026-05-08
Audi,A3 1.6 TDI Sedan,2016,169000,110,Diésel,Manual,C,Usado,12970.0,Madrid,https://www.coches.net/audi-a3-16-tdi-sedan-4p-diesel-2017-en-madrid-62466720-covo.aspx,10,16900,2026-05-08
Seat,León 1.2 TSI StSp Reference,2014,269000,105,Gasolina,Manual,C,Usado,6350.0,Madrid,https://www.coches.net/seat-leon-12-tsi-105cv-stsp-reference-5p-gasolina-2014-en-madrid-62466774-covo.aspx,12,22417,2026-05-08
Citroen,C4 BlueHDi 130 SS EAT8 Shine,2022,62389,130,Diésel,Manual,C,Usado,15990.0,Valencia,https://www.coches.net/citroen-c4-bluehdi-130-ss-eat8-shine-5p-diesel-2021-en-valencia-62471606-covo.aspx,4,15597,2026-05-08
Dacia,Sandero Stepway Essential TCE 74kW100CV GLPSS,2021,132000,100,Glp,Manual,Sin etiqueta,Usado,11490.0,Barcelona,https://www.coches.net/dacia-sandero-stepway-essential-tce-74kw100cv-glpss-5p-otros-2020-en-barcelona-62477444-covo.aspx,5,26400,2026-05-08
Volvo,V90 2.0 D4 Momentum Auto,2017,140000,190,Diésel,Manual,C,Usado,21500.0,Badajoz,https://www.coches.net/volvo-v90-20-d4-momentum-auto-5p-diesel-2018-en-badajoz-62479167-covo.aspx,9,15556,2026-05-08
Bmw,Serie 1 116d,2016,109000,116,Diésel,Manual,C,Usado,16990.0,Murcia,https://www.coches.net/bmw-serie-1-116d-5p-diesel-2017-en-murcia-62498646-covo.aspx,10,10900,2026-05-08
Volvo,V60 2.0 B4 D Plus Dark Auto,2023,153000,197,Híbrido,Manual,ECO,Usado,24990.0,Murcia,https://www.coches.net/volvo-v60-20-b4-d-plus-dark-auto-5p-electrico-hibrido-2024-en-murcia-62498647-covo.aspx,3,51000,2026-05-08
Toyota,Yaris Cross 1.5 120H Style,2023,45879,116,Híbrido,Manual,ECO,Usado,19990.0,Sta. C. Tenerife,https://www.coches.net/toyota-yaris-cross-15-120h-style-5p-electrico-hibrido-2023-en-sta-c-tenerife-62501730-covo.aspx,3,15293,2026-05-08
Bmw,X1 xDrive30e,2024,5030,326,Híbrido Enchufable,Manual,0_EMISIONES,Usado,44900.0,Toledo,https://www.coches.net/bmw-x1-xdrive30e-5p-electrico-hibrido-2025-en-toledo-62501744-covo.aspx,2,2515,2026-05-08
Land Rover,Range Rover Sport 3.0 I6 PHEV 460 PS AWD Auto SE,2024,17010,460,Híbrido Enchufable,Manual,0_EMISIONES,Usado,99900.0,Madrid,https://www.coches.net/land-rover-range-rover-sport-30-i6-phev-460-ps-awd-auto-se-5p-electrico-hibrido-2025-en-madrid-62502285-covo.aspx,2,8505,2026-05-08
Mazda,CX-5 2.2 D 2WD Evolution,2020,99000,150,Diésel,Manual,C,Usado,21990.0,Murcia,https://www.coches.net/mazda-cx-5-22-d-110kw-150cv-2wd-evolution-5p-diesel-2020-en-murcia-62503570-covo.aspx,6,16500,2026-05-08
Mercedes-Benz,Clase C C Cabrio MercedesAMG C 63 S,2017,59000,510,Gasolina,Manual,C,Usado,62900.0,Pontevedra,https://www.coches.net/mercedes-benz-clase-c-c-cabrio-mercedesamg-c-63-s-2p-gasolina-2018-en-pontevedra-62504364-covo.aspx,9,6556,2026-05-08
Hyundai,Bayon 1.0 TGDI 48V Maxx,2021,60914,100,Híbrido,Manual,ECO,Usado,14890.0,Sevilla,https://www.coches.net/hyundai-bayon-10-tgdi-74kw-100cv-48v-maxx-5p-electrico-hibrido-2021-en-sevilla-62505387-covo.aspx,5,12183,2026-05-08
Renault,Captur Zen TCe 140 EDC GPF Micro Hibrido,2021,55000,140,Híbrido,Manual,ECO,Usado,20990.0,Murcia,https://www.coches.net/renault-captur-zen-tce-140-edc-gpf-micro-hibrido-5p-electrico-hibrido-2021-en-murcia-62512300-covo.aspx,5,11000,2026-05-08
Seat,Ateca 1.5 TSI StSp Style XL,2023,71000,150,Gasolina,Manual,C,Usado,19990.0,Las Palmas,https://www.coches.net/seat-ateca-15-tsi-110kw-stsp-style-xl-5p-gasolina-2023-en-las-palmas-62519802-covo.aspx,3,23667,2026-05-08
Jeep,Compass 4Xe 1.3 PHEV Trailhawk AT AWD,2022,36297,240,Híbrido Enchufable,Automática,0_EMISIONES,Usado,22990.0,Valencia,https://www.coches.net/jeep-compass-4xe-13-phev-177kw-trailhawk-at-awd-5p-electrico-hibrido-2022-en-valencia-62521899-covo.aspx,4,9074,2026-05-08
Volkswagen,T-Cross Sport 1.5 TSI DSG,2021,20000,150,Gasolina,Automática,C,Usado,23990.0,Sta. C. Tenerife,https://www.coches.net/volkswagen-t-cross-sport-15-tsi-110kw-150cv-dsg-5p-gasolina-2022-en-sta-c-tenerife-62525490-covo.aspx,5,4000,2026-05-08
Mercedes-Benz,Clase GLC GLC 200 4MATIC,2021,39962,197,Híbrido,Manual,ECO,Usado,41900.0,Alicante,https://www.coches.net/mercedes-benz-clase-glc-glc-200-4matic-5p-electrico-hibrido-2022-en-alicante-62526290-covo.aspx,5,7992,2026-05-08
Renault,Koleos Zen dCi XTronic,2018,98000,177,Diésel,Automática,C,Usado,17990.0,Sta. C. Tenerife,https://www.coches.net/renault-koleos-zen-dci-130kw-175cv-xtronic-5p-diesel-2017-en-sta-c-tenerife-62544589-covo.aspx,8,12250,2026-05-08
Seat,Arona 1.0 TSI DSG Xcellence Eco,2018,79996,115,Gasolina,Automática,C,Usado,14990.0,Alicante,https://www.coches.net/seat-arona-10-tsi-85kw-115cv-dsg-xcellence-eco-5p-gasolina-2018-en-alicante-62547730-covo.aspx,8,10000,2026-05-08
Mercedes-Benz,GLA GLA 200 D,2020,77000,150,Diésel,Manual,C,Usado,33700.0,Murcia,https://www.coches.net/mercedes-benz-gla-gla-200-d-5p-diesel-2020-en-murcia-62548354-covo.aspx,6,12833,2026-05-08
Cupra,León 1.5 eTSI DSG,2024,19000,150,Híbrido,Automática,ECO,Usado,27490.0,Barcelona,https://www.coches.net/cupra-leon-15-etsi-110kw-150cv-dsg-5p-electrico-hibrido-2025-en-barcelona-62552899-covo.aspx,2,9500,2026-05-08
Ford,EcoSport 1.0T EcoBoost SS Titanium,2020,30647,125,Gasolina,Manual,C,Usado,14990.0,Bizkaia,https://www.coches.net/ford-ecosport-10t-ecoboost-92kw-125cv-ss-titanium-5p-gasolina-2021-en-vizcaya-62558174-covo.aspx,6,5108,2026-05-08
Bmw,X6 xDrive30d M Sport,2023,66200,286,Híbrido,Manual,ECO,Usado,74800.0,Alicante,https://www.coches.net/bmw-x6-xdrive30d-m-sport-5p-electrico-hibrido-2024-en-alicante-62561931-covo.aspx,3,22067,2026-05-08
Mercedes-Benz,Clase E E 220 CDI Blue Efficiency Elegance,2010,313000,170,Diésel,Manual,B,Usado,7970.0,Madrid,https://www.coches.net/mercedes-benz-clase-e-e-220-cdi-blue-efficiency-elegance-4p-diesel-2009-en-madrid-62563542-covo.aspx,16,19562,2026-05-08
Seat,León 1.6 TDI EEcomotive Style,2013,289000,105,Diésel,Manual,B,Usado,6350.0,Madrid,https://www.coches.net/seat-leon-16-tdi-105cv-eecomotive-style-5p-diesel-2013-en-madrid-62563914-covo.aspx,13,22231,2026-05-08
Seat,León 1.2 TSI StSp Style,2015,112000,110,Gasolina,Manual,C,Usado,9970.0,Madrid,https://www.coches.net/seat-leon-12-tsi-110cv-stsp-style-5p-gasolina-2015-en-madrid-62567067-covo.aspx,11,10182,2026-05-08
Ford,Focus 1.0 Ecoboost AutoStartStop Sport,2016,187000,125,Gasolina,Manual,C,Usado,8470.0,Madrid,https://www.coches.net/ford-focus-10-ecoboost-autostartstop-125cv-sport-5p-gasolina-2015-en-madrid-62567146-covo.aspx,10,18700,2026-05-08
Audi,A3 1.6 TDI Sportback,2018,159000,116,Diésel,Manual,C,Usado,12970.0,Madrid,https://www.coches.net/audi-a3-16-tdi-85kw-116cv-sportback-5p-diesel-2018-en-madrid-62567199-covo.aspx,8,19875,2026-05-08
Jaguar,E-Pace 2.0P 4WD Auto,2019,147000,200,Gasolina,Manual,C,Usado,18900.0,Las Palmas,https://www.coches.net/jaguar-e-pace-20p-147kw-4wd-auto-5p-gasolina-2019-en-las-palmas-62567468-covo.aspx,7,21000,2026-05-08
Mercedes-Benz,Clase CLA CLA 220 d Urban Shooting Brake,2016,193500,177,Diésel,Manual,C,Usado,17999.0,Alicante,https://www.coches.net/mercedes-benz-clase-cla-cla-220-d-urban-shooting-brake-5p-diesel-2016-en-alicante-62570553-covo.aspx,10,19350,2026-05-08
Mercedes-Benz,GLA GLA 250 e con tecnologia hibrida EQ,2025,11500,218,Híbrido Enchufable,Manual,0_EMISIONES,Usado,45500.0,Gipuzkoa,https://www.coches.net/mercedes-benz-gla-gla-250-e-con-tecnologia-hibrida-eq-5p-electrico-hibrido-2025-en-guipuzcoa-62571891-covo.aspx,1,11500,2026-05-08
Volkswagen,Passat Executive 2.0 TDI DSG,2021,139000,150,Diésel,Automática,C,Usado,19990.0,Murcia,https://www.coches.net/volkswagen-passat-executive-20-tdi-110kw-150cv-dsg-4p-diesel-2021-en-murcia-62573779-covo.aspx,5,27800,2026-05-08
Seat,Ateca 1.4 EcoTSI DSG7 StSp Xcellence,2016,139000,150,Gasolina,Automática,C,Usado,17990.0,Murcia,https://www.coches.net/seat-ateca-14-ecotsi-150cv-dsg7-stsp-xcellence-5p-gasolina-2017-en-murcia-62573784-covo.aspx,10,13900,2026-05-08
Volvo,V90 2.0 B4 D Inscription Auto,2021,105000,197,Híbrido,Manual,ECO,Usado,26990.0,Murcia,https://www.coches.net/volvo-v90-20-b4-d-inscription-auto-5p-electrico-hibrido-2021-en-murcia-62573791-covo.aspx,5,21000,2026-05-08
Mercedes-Benz,Clase CLA CLA 200 d Shooting Brake,2019,164500,136,Diésel,Manual,C,Usado,21999.0,Alicante,https://www.coches.net/mercedes-benz-clase-cla-cla-200-d-shooting-brake-5p-diesel-2018-en-alicante-62574951-covo.aspx,7,23500,2026-05-08
Porsche,Cayenne Coupé EHybrid,2021,129500,462,Híbrido Enchufable,Manual,0_EMISIONES,Usado,69999.0,Alicante,https://www.coches.net/porsche-cayenne-coupe-ehybrid-5p-electrico-hibrido-2022-en-alicante-62575346-covo.aspx,5,25900,2026-05-08
Peugeot,3008 1.2 PURETECH ALLURE SS,2018,84000,130,Gasolina,Manual,C,Usado,13900.0,Barcelona,https://www.coches.net/peugeot-3008-12-puretech-96kw-130cv-allure-ss-5p-gasolina-2018-en-barcelona-62575679-covo.aspx,8,10500,2026-05-08
Mercedes-Benz,CLA CLA 250 e,2020,109000,218,Híbrido Enchufable,Manual,0_EMISIONES,Usado,26900.0,Alicante,https://www.coches.net/mercedes-benz-cla-cla-250-e-4p-electrico-hibrido-2021-en-alicante-62581550-covo.aspx,6,18167,2026-05-08
Mercedes-Benz,GLE GLE 450 4MATIC,2020,72000,367,Híbrido,Manual,ECO,Usado,58900.0,Barcelona,https://www.coches.net/mercedes-benz-gle-gle-450-4matic-5p-electrico-hibrido-2020-en-barcelona-62599789-covo.aspx,6,12000,2026-05-08
Bmw,X7 M60i xDrive,2025,42290,530,Híbrido,Manual,ECO,Usado,129000.0,Albacete,https://www.coches.net/bmw-x7-m60i-xdrive-5p-electrico-hibrido-2025-en-albacete-62602724-covo.aspx,1,42290,2026-05-08
Peugeot,208 ACTIVE 1.2L PureTech 82,2015,118000,82,Gasolina,Manual,C,Usado,6750.0,Madrid,https://www.coches.net/peugeot-208-5p-active-12l-puretech-82-5p-gasolina-2015-en-madrid-62624033-covo.aspx,11,10727,2026-05-08
Bmw,X5 3.0d,2006,263000,218,Diésel,Manual,B,Usado,7750.0,Madrid,https://www.coches.net/bmw-x5-30d-5p-diesel-2006-en-madrid-62624200-covo.aspx,20,13150,2026-05-08
Kia,Stonic 1.0 TGDi MHEV MT Style Edition,2025,12495,100,Híbrido,Manual,ECO,Usado,19990.0,Sevilla,https://www.coches.net/kia-stonic-10-tgdi-74kw-mhev-mt-style-edition-5p-electrico-hibrido-2025-en-sevilla-62625323-covo.aspx,1,12495,2026-05-08
Volvo,V60 2.0 D3 Momentum,2018,139000,150,Diésel,Manual,C,Usado,14900.0,Valencia,https://www.coches.net/volvo-v60-20-d3-momentum-5p-diesel-2019-en-valencia-62630240-covo.aspx,8,17375,2026-05-08
Fiat,500 Monotrim 1.0 Hybrid 70 CV,2023,85788,70,Híbrido,Manual,ECO,Usado,11390.0,A Coruña,https://www.coches.net/fiat-500-monotrim-10-hybrid-51kw-70-cv-3p-electrico-hibrido-2023-en-a-coruna-62639988-covo.aspx,3,28596,2026-05-08
Bmw,Serie 3 318d Auto.,2023,72000,150,Híbrido,Manual,ECO,Usado,32900.0,Pontevedra,https://www.coches.net/bmw-serie-3-318d-auto-4p-electrico-hibrido-2023-en-pontevedra-62640272-covo.aspx,3,24000,2026-05-08
Skoda,Octavia Combi 2.0 TDI DSG Style,2021,160000,150,Diésel,Automática,C,Usado,14900.0,Badajoz,https://www.coches.net/skoda-octavia-combi-20-tdi-110kw-150cv-dsg-style-5p-diesel-2022-en-badajoz-62640600-covo.aspx,5,32000,2026-05-08
Nissan,Micra 1.0G ACENTA,2017,63000,71,Gasolina,Manual,C,Usado,9990.0,Alicante,https://www.coches.net/nissan-micra-5p-10g-acenta-5p-gasolina-2017-en-alicante-62641993-covo.aspx,9,7000,2026-05-08
Ford,C-Max 1.5 TDCi Trend,2016,200844,120,Diésel,Manual,C,Usado,7949.0,Alicante,https://www.coches.net/ford-c-max-15-tdci-120cv-trend-5p-diesel-2016-en-alicante-62644929-covo.aspx,10,20084,2026-05-08
Mercedes-Benz,Clase A A 200 d,2022,61000,150,Diésel,Manual,C,Usado,31800.0,Alicante,https://www.coches.net/mercedes-benz-clase-a-a-200-d-5p-diesel-2022-en-alicante-62653289-covo.aspx,4,15250,2026-05-08
Hyundai,Kona 1.0 TGDI 48V Flexx,2024,35670,120,Híbrido,Manual,ECO,Usado,20990.0,Las Palmas,https://www.coches.net/hyundai-kona-10-tgdi-48v-flexx-5p-electrico-hibrido-2023-en-las-palmas-62653915-covo.aspx,2,17835,2026-05-08
Mercedes-Benz,Clase A A 180 d,2025,15000,116,Diésel,Manual,C,Usado,33900.0,Gipuzkoa,https://www.coches.net/mercedes-benz-clase-a-a-180-d-5p-diesel-2025-en-guipuzcoa-62666687-covo.aspx,1,15000,2026-05-08
Opel,Corsa 1.2T XHL Edition,2024,48700,100,Gasolina,Manual,C,Usado,13990.0,Las Palmas,https://www.coches.net/opel-corsa-12t-xhl-74kw-100cv-edition-5p-gasolina-2025-en-las-palmas-62670242-covo.aspx,2,24350,2026-05-08
Renault,Talisman S.T. Limited Blue dCi,2020,149000,150,Diésel,Manual,C,Usado,14990.0,Murcia,https://www.coches.net/renault-talisman-st-limited-blue-dci-110-kw-150cv-5p-diesel-2019-en-murcia-62670424-covo.aspx,6,24833,2026-05-08
Opel,Corsa 1.2T XHL Edition,2024,45300,100,Gasolina,Manual,C,Usado,13990.0,Las Palmas,https://www.coches.net/opel-corsa-12t-xhl-74kw-100cv-edition-5p-gasolina-2025-en-las-palmas-62670489-covo.aspx,2,22650,2026-05-08
Kia,Sportage 1.7 CRDi VGT Concept 4x2 EcoDynamics,2016,239000,115,Diésel,Manual,C,Usado,9470.0,Madrid,https://www.coches.net/kia-sportage-17-crdi-vgt-concept-4x2-ecodynamics-5p-diesel-2016-en-madrid-62671787-covo.aspx,10,23900,2026-05-08
Mini,CLUBMAN COOPER D,2019,102167,150,Diésel,Manual,C,Usado,15990.0,Bizkaia,https://www.coches.net/mini-clubman-cooper-d-5p-diesel-2019-en-vizcaya-70001926-covo.aspx,7,14595,2026-05-08
Toyota,Corolla 1.8 125H ACTIVE TECH ECVT TOU SPORT,2021,67000,122,Híbrido,Automática,ECO,Usado,19990.0,Las Palmas,https://www.coches.net/toyota-corolla-18-125h-active-tech-ecvt-tou-sport-5p-electrico-hibrido-2022-en-las-palmas-70004673-covo.aspx,5,13400,2026-05-08
